ONCENTER,,OFFCENTER
"5039,0,0",,"5039,0,0"
,,
"5039,0,0",,"5039,0,0"
,,
"5039,0,0",,"5039,0,0"
,,
"5039,0,0",,"5039,0,0"
,,
"5039,0,0",,"5039,0,0"
,,
"5039,0,0",,"5039,0,0"
,,
"5039,0,0",,"5039,0,0"
,,
"5039,0,0",,"5039,0,0"
,,
"5040,0,0",,"5040,0,0"
,,
"5040,0,0",,"5040,0,0"
,,
"5040,0,0",,"5040,0,0"
,,
"5040,0,0",,"5040,0,0"
,,
"5040,0,0",,"5040,0,0"
,,
"5040,0,0",,"5040,0,0"
,,
"5040,0,0",,"5040,0,0"
,,
"5040,0,0",,"5040,0,0"
,,
"5040,0,0",,"5040,0,0"
,,
"5041,1,6",,"5041,-1,0"
,,
"5041,1,6",,"5041,-1,0"
,,
"5041,0,0",,"5041,0,0"
,,
"5041,0,0",,"5041,0,0"
,,
"5041,0,0",,"5041,0,0"
,,
"5041,0,0",,"5041,0,0"
,,
"5041,0,0",,"5041,0,0"
,,
"5041,0,0",,"5041,0,0"
,,
"5041,0,0",,"5041,0,0"
,,
"5042,0,0",,"5042,0,0"
,,
"5042,0,0",,"5042,0,0"
,,
"5042,0,0",,"5042,0,0"
,,
"5042,0,0",,"5042,0,0"
,,
"5042,0,0",,"5042,0,0"
,,
"5042,0,0",,"5042,0,0"
,,
"5042,0,0",,"5042,0,0"
,,
"5042,0,0",,"5042,0,0"
,,
"5042,0,0",,"5042,0,0"
,,
"5043,2,5",,"5043,-2,0"
,,
"5043,1,6",,"5043,-1,0"
,,
"5043,0,0",,"5043,0,0"
,,
"5043,0,0",,"5043,0,0"
,,
"5043,0,0",,"5043,0,0"
,,
"5043,0,0",,"5043,0,0"
,,
"5043,0,0",,"5043,0,0"
,,
"5043,0,0",,"5043,0,0"
,,
"5043,0,0",,"5043,0,0"
,,
"5044,0,0",,"5044,0,0"
,,
"5044,0,0",,"5044,0,0"
,,
"5044,0,0",,"5044,0,0"
,,
"5044,0,0",,"5044,0,0"
,,
"5044,0,0",,"5044,0,0"
,,
"5044,0,0",,"5044,0,0"
,,
"5044,0,0",,"5044,0,0"
,,
"5044,0,0",,"5044,0,0"
,,
"5044,0,0",,"5044,0,0"
,,
"5045,1,6",,"5045,-1,0"
,,
"5045,0,0",,"5045,0,0"
,,
"5045,0,0",,"5045,0,0"
,,
"5045,0,0",,"5045,0,0"
,,
"5045,0,0",,"5045,0,0"
,,
"5045,0,0",,"5045,0,0"
,,
"5045,0,0",,"5045,0,0"
,,
"5045,0,0",,"5045,0,0"
,,
"5045,0,0",,"5045,0,0"
,,
"5046,0,0",,"5046,0,0"
,,
"5046,0,0",,"5046,0,0"
,,
"5046,0,0",,"5046,0,0"
,,
"5046,0,0",,"5046,0,0"
,,
"5046,0,0",,"5046,0,0"
,,
"5046,0,0",,"5046,0,0"
,,
"5046,0,0",,"5046,0,0"
,,
"5046,0,0",,"5046,0,0"
,,
"5046,0,0",,"5046,0,0"
,,
"5047,0,0",,"5047,0,0"
,,
"5047,0,0",,"5047,0,0"
,,
"5047,0,0",,"5047,0,0"
,,
"5047,0,0",,"5047,0,0"
,,
"5047,0,0",,"5047,0,0"
,,
"5047,0,0",,"5047,0,0"
,,
"5047,0,0",,"5047,0,0"
,,
"5047,0,0",,"5047,0,0"
,,
"5047,0,0",,"5047,0,0"
,,
"5048,0,0",,"5048,0,0"
,,
"5048,0,0",,"5048,0,0"
,,
"5048,0,0",,"5048,0,0"
,,
"5048,0,0",,"5048,0,0"
,,
"5048,0,0",,"5048,0,0"
,,
"5048,0,0",,"5048,0,0"
,,
"5048,0,0",,"5048,0,0"
,,
"5048,0,0",,"5048,0,0"
,,
"5048,0,0",,"5048,0,0"
,,
"5049,-1,0",,"5049,1,6"
,,
"5049,0,0",,"5049,0,0"
,,
"5049,2,5",,"5049,-2,0"
,,
"5049,0,0",,"5049,0,0"
,,
"5049,0,0",,"5049,0,0"
,,
"5049,0,0",,"5049,0,0"
,,
"5049,0,0",,"5049,0,0"
,,
"5049,0,0",,"5049,0,0"
,,
"5049,0,0",,"5049,0,0"
,,
"5050,2,5",,"5050,-2,0"
,,
"5050,0,0",,"5050,0,0"
,,
"5050,0,0",,"5050,0,0"
,,
"5050,0,0",,"5050,0,0"
,,
"5050,0,0",,"5050,0,0"
,,
"5050,0,0",,"5050,0,0"
,,
"5050,0,0",,"5050,0,0"
,,
"5050,0,0",,"5050,0,0"
,,
"5050,0,0",,"5050,0,0"
,,
"5051,2,5",,"5051,-2,0"
,,
"5051,0,0",,"5051,0,0"
,,
"5051,0,0",,"5051,0,0"
,,
"5051,0,0",,"5051,0,0"
,,
"5051,0,0",,"5051,0,0"
,,
"5051,0,0",,"5051,0,0"
,,
"5051,0,0",,"5051,0,0"
,,
"5051,0,0",,"5051,0,0"
,,
"5051,0,0",,"5051,0,0"
,,
"5052,0,0",,"5052,0,0"
,,
"5052,0,0",,"5052,0,0"
,,
"5052,0,0",,"5052,0,0"
,,
"5052,0,0",,"5052,0,0"
,,
"5052,0,0",,"5052,0,0"
,,
"5052,0,0",,"5052,0,0"
,,
"5052,0,0",,"5052,0,0"
,,
"5052,0,0",,"5052,0,0"
,,
"5052,0,0",,"5052,0,0"
,,
"5053,0,0",,"5053,0,0"
,,
"5053,0,0",,"5053,0,0"
,,
"5053,0,0",,"5053,0,0"
,,
"5053,0,0",,"5053,0,0"
,,
"5053,0,0",,"5053,0,0"
,,
"5053,0,0",,"5053,0,0"
,,
"5053,0,0",,"5053,0,0"
,,
"5053,0,0",,"5053,0,0"
,,
"5053,0,0",,"5053,0,0"
,,
"5054,0,0",,"5054,0,0"
,,
"5054,0,0",,"5054,0,0"
,,
"5054,0,0",,"5054,0,0"
,,
"5054,0,0",,"5054,0,0"
,,
"5054,0,0",,"5054,0,0"
,,
"5054,0,0",,"5054,0,0"
,,
"5054,0,0",,"5054,0,0"
,,
"5054,0,0",,"5054,0,0"
,,
"5054,0,0",,"5054,0,0"
,,
"5055,0,0",,"5055,0,0"
,,
"5055,0,0",,"5055,0,0"
,,
"5055,0,0",,"5055,0,0"
,,
"5055,0,0",,"5055,0,0"
,,
"5055,0,0",,"5055,0,0"
,,
"5055,0,0",,"5055,0,0"
,,
"5055,0,0",,"5055,0,0"
,,
"5055,0,0",,"5055,0,0"
,,
"5055,0,0",,"5055,0,0"
,,
"5056,1,6",,"5056,-1,0"
,,
"5056,1,6",,"5056,-1,0"
,,
"5056,1,6",,"5056,-1,0"
,,
"5056,0,0",,"5056,0,0"
,,
"5056,0,0",,"5056,0,0"
,,
"5056,0,0",,"5056,0,0"
,,
"5056,0,0",,"5056,0,0"
,,
"5056,0,0",,"5056,0,0"
,,
"5056,0,0",,"5056,0,0"
,,
"5057,0,0",,"5057,0,0"
,,
"5057,0,0",,"5057,0,0"
,,
"5057,0,0",,"5057,0,0"
,,
"5057,0,0",,"5057,0,0"
,,
"5057,0,0",,"5057,0,0"
,,
"5057,0,0",,"5057,0,0"
,,
"5057,0,0",,"5057,0,0"
,,
"5057,0,0",,"5057,0,0"
,,
"5057,0,0",,"5057,0,0"
,,
"5058,0,0",,"5058,0,0"
,,
"5058,0,0",,"5058,0,0"
,,
"5058,0,0",,"5058,0,0"
,,
"5058,0,0",,"5058,0,0"
,,
"5058,0,0",,"5058,0,0"
,,
"5058,0,0",,"5058,0,0"
,,
"5058,0,0",,"5058,0,0"
,,
"5058,0,0",,"5058,0,0"
,,
"5058,0,0",,"5058,0,0"
,,
"5059,0,0",,"5059,0,0"
,,
"5059,0,0",,"5059,0,0"
,,
"5059,0,0",,"5059,0,0"
,,
"5059,0,0",,"5059,0,0"
,,
"5059,0,0",,"5059,0,0"
,,
"5059,0,0",,"5059,0,0"
,,
"5059,0,0",,"5059,0,0"
,,
"5059,0,0",,"5059,0,0"
,,
"5059,0,0",,"5059,0,0"
,,
"5060,1,6",,"5060,-1,0"
,,
"5060,0,0",,"5060,0,0"
,,
"5060,0,0",,"5060,0,0"
,,
"5060,0,0",,"5060,0,0"
,,
"5060,0,0",,"5060,0,0"
,,
"5060,0,0",,"5060,0,0"
,,
"5060,0,0",,"5060,0,0"
,,
"5060,0,0",,"5060,0,0"
,,
"5060,0,0",,"5060,0,0"
,,
"5061,1,6",,"5061,-1,0"
,,
"5061,1,6",,"5061,-1,0"
,,
"5061,0,0",,"5061,0,0"
,,
"5061,0,0",,"5061,0,0"
,,
"5061,0,0",,"5061,0,0"
,,
"5061,0,0",,"5061,0,0"
,,
"5061,0,0",,"5061,0,0"
,,
"5061,0,0",,"5061,0,0"
,,
"5061,0,0",,"5061,0,0"
,,
"5062,-1,0",,"5062,1,6"
,,
"5062,0,0",,"5062,0,0"
,,
"5062,2,5",,"5062,-2,0"
,,
"5062,0,0",,"5062,0,0"
,,
"5062,0,0",,"5062,0,0"
,,
"5062,0,0",,"5062,0,0"
,,
"5062,0,0",,"5062,0,0"
,,
"5062,0,0",,"5062,0,0"
,,
"5062,0,0",,"5062,0,0"
,,
"5063,0,0",,"5063,0,0"
,,
"5063,0,0",,"5063,0,0"
,,
"5063,0,0",,"5063,0,0"
,,
"5063,0,0",,"5063,0,0"
,,
"5063,0,0",,"5063,0,0"
,,
"5063,0,0",,"5063,0,0"
,,
"5063,0,0",,"5063,0,0"
,,
"5063,0,0",,"5063,0,0"
,,
"5063,0,0",,"5063,0,0"
,,
"5064,0,0",,"5064,0,0"
,,
"5064,2,5",,"5064,-2,0"
,,
"5064,1,6",,"5064,-1,0"
,,
"5064,0,0",,"5064,0,0"
,,
"5064,0,0",,"5064,0,0"
,,
"5064,0,0",,"5064,0,0"
,,
"5064,0,0",,"5064,0,0"
,,
"5064,0,0",,"5064,0,0"
,,
"5064,0,0",,"5064,0,0"
,,
"5065,0,0",,"5065,0,0"
,,
"5065,0,0",,"5065,0,0"
,,
"5065,0,0",,"5065,0,0"
,,
"5065,0,0",,"5065,0,0"
,,
"5065,0,0",,"5065,0,0"
,,
"5065,0,0",,"5065,0,0"
,,
"5065,0,0",,"5065,0,0"
,,
"5065,0,0",,"5065,0,0"
,,
"5065,0,0",,"5065,0,0"
,,
"5066,0,0",,"5066,0,0"
,,
"5066,0,0",,"5066,0,0"
,,
"5066,0,0",,"5066,0,0"
,,
"5066,0,0",,"5066,0,0"
,,
"5066,0,0",,"5066,0,0"
,,
"5066,0,0",,"5066,0,0"
,,
"5066,0,0",,"5066,0,0"
,,
"5066,0,0",,"5066,0,0"
,,
"5066,0,0",,"5066,0,0"
,,
"5067,0,0",,"5067,0,0"
,,
"5067,0,0",,"5067,0,0"
,,
"5067,0,0",,"5067,0,0"
,,
"5067,0,0",,"5067,0,0"
,,
"5067,0,0",,"5067,0,0"
,,
"5067,0,0",,"5067,0,0"
,,
"5067,0,0",,"5067,0,0"
,,
"5067,0,0",,"5067,0,0"
,,
"5067,0,0",,"5067,0,0"
,,
"5068,0,0",,"5068,0,0"
,,
"5068,0,0",,"5068,0,0"
,,
"5068,0,0",,"5068,0,0"
,,
"5068,0,0",,"5068,0,0"
,,
"5068,0,0",,"5068,0,0"
,,
"5068,0,0",,"5068,0,0"
,,
"5068,0,0",,"5068,0,0"
,,
"5068,0,0",,"5068,0,0"
,,
"5068,0,0",,"5068,0,0"
,,
"5069,0,0",,"5069,0,0"
,,
"5069,2,5",,"5069,-2,0"
,,
"5069,1,6",,"5069,-1,0"
,,
"5069,0,0",,"5069,0,0"
,,
"5069,0,0",,"5069,0,0"
,,
"5069,0,0",,"5069,0,0"
,,
"5069,0,0",,"5069,0,0"
,,
"5069,0,0",,"5069,0,0"
,,
"5069,0,0",,"5069,0,0"
,,
"5070,0,0",,"5070,0,0"
,,
"5070,0,0",,"5070,0,0"
,,
"5070,0,0",,"5070,0,0"
,,
"5070,0,0",,"5070,0,0"
,,
"5070,0,0",,"5070,0,0"
,,
"5070,0,0",,"5070,0,0"
,,
"5070,0,0",,"5070,0,0"
,,
"5070,0,0",,"5070,0,0"
,,
"5070,0,0",,"5070,0,0"
,,
"5071,0,0",,"5071,0,0"
,,
"5071,0,0",,"5071,0,0"
,,
"5071,0,0",,"5071,0,0"
,,
"5071,0,0",,"5071,0,0"
,,
"5071,0,0",,"5071,0,0"
,,
"5071,0,0",,"5071,0,0"
,,
"5071,0,0",,"5071,0,0"
,,
"5071,0,0",,"5071,0,0"
,,
"5071,0,0",,"5071,0,0"
,,
"5072,0,0",,"5072,0,0"
,,
"5072,0,0",,"5072,0,0"
,,
"5072,0,0",,"5072,0,0"
,,
"5072,0,0",,"5072,0,0"
,,
"5072,0,0",,"5072,0,0"
,,
"5072,0,0",,"5072,0,0"
,,
"5072,0,0",,"5072,0,0"
,,
"5072,0,0",,"5072,0,0"
,,
"5072,0,0",,"5072,0,0"
,,
"5073,0,0",,"5073,0,0"
,,
"5073,0,0",,"5073,0,0"
,,
"5073,0,0",,"5073,0,0"
,,
"5073,0,0",,"5073,0,0"
,,
"5073,0,0",,"5073,0,0"
,,
"5073,0,0",,"5073,0,0"
,,
"5073,0,0",,"5073,0,0"
,,
"5073,0,0",,"5073,0,0"
,,
"5073,0,0",,"5073,0,0"
,,
"5074,1,6",,"5074,-1,0"
,,
"5074,0,0",,"5074,0,0"
,,
"5074,0,0",,"5074,0,0"
,,
"5074,0,0",,"5074,0,0"
,,
"5074,0,0",,"5074,0,0"
,,
"5074,0,0",,"5074,0,0"
,,
"5074,0,0",,"5074,0,0"
,,
"5074,0,0",,"5074,0,0"
,,
"5074,0,0",,"5074,0,0"
,,
"5075,0,0",,"5075,0,0"
,,
"5075,0,0",,"5075,0,0"
,,
"5075,0,0",,"5075,0,0"
,,
"5075,0,0",,"5075,0,0"
,,
"5075,0,0",,"5075,0,0"
,,
"5075,0,0",,"5075,0,0"
,,
"5075,0,0",,"5075,0,0"
,,
"5075,0,0",,"5075,0,0"
,,
"5075,0,0",,"5075,0,0"
,,
"5076,0,0",,"5076,0,0"
,,
"5076,0,0",,"5076,0,0"
,,
"5076,0,0",,"5076,0,0"
,,
"5076,0,0",,"5076,0,0"
,,
"5076,0,0",,"5076,0,0"
,,
"5076,0,0",,"5076,0,0"
,,
"5076,0,0",,"5076,0,0"
,,
"5076,0,0",,"5076,0,0"
,,
"5076,0,0",,"5076,0,0"
,,
"5077,0,0",,"5077,0,0"
,,
"5077,0,0",,"5077,0,0"
,,
"5077,0,0",,"5077,0,0"
,,
"5077,0,0",,"5077,0,0"
,,
"5077,0,0",,"5077,0,0"
,,
"5077,0,0",,"5077,0,0"
,,
"5077,0,0",,"5077,0,0"
,,
"5077,0,0",,"5077,0,0"
,,
"5077,0,0",,"5077,0,0"
,,
"5078,0,0",,"5078,0,0"
,,
"5078,0,0",,"5078,0,0"
,,
"5078,0,0",,"5078,0,0"
,,
"5078,0,0",,"5078,0,0"
,,
"5078,0,0",,"5078,0,0"
,,
"5078,0,0",,"5078,0,0"
,,
"5078,0,0",,"5078,0,0"
,,
"5078,0,0",,"5078,0,0"
,,
"5078,0,0",,"5078,0,0"
,,
"5079,0,0",,"5079,0,0"
,,
"5079,0,0",,"5079,0,0"
,,
"5079,0,0",,"5079,0,0"
,,
"5079,0,0",,"5079,0,0"
,,
"5079,0,0",,"5079,0,0"
,,
"5079,0,0",,"5079,0,0"
,,
"5079,0,0",,"5079,0,0"
,,
"5079,0,0",,"5079,0,0"
,,
"5079,0,0",,"5079,0,0"
,,
"5080,0,0",,"5080,0,0"
,,
"5080,0,0",,"5080,0,0"
,,
"5080,0,0",,"5080,0,0"
,,
"5080,0,0",,"5080,0,0"
,,
"5080,0,0",,"5080,0,0"
,,
"5080,0,0",,"5080,0,0"
,,
"5080,0,0",,"5080,0,0"
,,
"5080,0,0",,"5080,0,0"
,,
"5080,0,0",,"5080,0,0"
,,
"5081,0,0",,"5081,0,0"
,,
"5081,0,0",,"5081,0,0"
,,
"5081,0,0",,"5081,0,0"
,,
"5081,0,0",,"5081,0,0"
,,
"5081,0,0",,"5081,0,0"
,,
"5081,0,0",,"5081,0,0"
,,
"5081,0,0",,"5081,0,0"
,,
"5081,0,0",,"5081,0,0"
,,
"5081,0,0",,"5081,0,0"
,,
"5082,1,6",,"5082,-1,0"
,,
"5082,-1,0",,"5082,1,6"
,,
"5082,-1,0",,"5082,1,6"
,,
"5082,0,0",,"5082,0,0"
,,
"5082,0,0",,"5082,0,0"
,,
"5082,0,0",,"5082,0,0"
,,
"5082,0,0",,"5082,0,0"
,,
"5082,0,0",,"5082,0,0"
,,
"5082,0,0",,"5082,0,0"
,,
"5083,0,0",,"5083,0,0"
,,
"5083,0,0",,"5083,0,0"
,,
"5083,0,0",,"5083,0,0"
,,
"5083,0,0",,"5083,0,0"
,,
"5083,0,0",,"5083,0,0"
,,
"5083,0,0",,"5083,0,0"
,,
"5083,0,0",,"5083,0,0"
,,
"5083,0,0",,"5083,0,0"
,,
"5083,0,0",,"5083,0,0"
,,
"5084,0,0",,"5084,0,0"
,,
"5084,0,0",,"5084,0,0"
,,
"5084,0,0",,"5084,0,0"
,,
"5084,0,0",,"5084,0,0"
,,
"5084,0,0",,"5084,0,0"
,,
"5084,0,0",,"5084,0,0"
,,
"5084,0,0",,"5084,0,0"
,,
"5084,0,0",,"5084,0,0"
,,
"5084,0,0",,"5084,0,0"
,,
"5085,0,0",,"5085,0,0"
,,
"5085,0,0",,"5085,0,0"
,,
"5085,0,0",,"5085,0,0"
,,
"5085,0,0",,"5085,0,0"
,,
"5085,0,0",,"5085,0,0"
,,
"5085,0,0",,"5085,0,0"
,,
"5085,0,0",,"5085,0,0"
,,
"5085,0,0",,"5085,0,0"
,,
"5085,0,0",,"5085,0,0"
,,
"5086,0,0",,"5086,0,0"
,,
"5086,0,0",,"5086,0,0"
,,
"5086,0,0",,"5086,0,0"
,,
"5086,0,0",,"5086,0,0"
,,
"5086,0,0",,"5086,0,0"
,,
"5086,0,0",,"5086,0,0"
,,
"5086,0,0",,"5086,0,0"
,,
"5086,0,0",,"5086,0,0"
,,
"5086,0,0",,"5086,0,0"
,,
"5087,0,0",,"5087,0,0"
,,
"5087,0,0",,"5087,0,0"
,,
"5087,0,0",,"5087,0,0"
,,
"5087,0,0",,"5087,0,0"
,,
"5087,0,0",,"5087,0,0"
,,
"5087,0,0",,"5087,0,0"
,,
"5087,0,0",,"5087,0,0"
,,
"5087,0,0",,"5087,0,0"
,,
"5087,0,0",,"5087,0,0"
,,
"5088,0,0",,"5088,0,0"
,,
"5088,0,0",,"5088,0,0"
,,
"5088,0,0",,"5088,0,0"
,,
"5088,0,0",,"5088,0,0"
,,
"5088,0,0",,"5088,0,0"
,,
"5088,0,0",,"5088,0,0"
,,
"5088,0,0",,"5088,0,0"
,,
"5088,0,0",,"5088,0,0"
,,
"5088,0,0",,"5088,0,0"
,,
"5089,0,0",,"5089,0,0"
,,
"5089,0,0",,"5089,0,0"
,,
"5089,0,0",,"5089,0,0"
,,
"5089,0,0",,"5089,0,0"
,,
"5089,0,0",,"5089,0,0"
,,
"5089,0,0",,"5089,0,0"
,,
"5089,0,0",,"5089,0,0"
,,
"5089,0,0",,"5089,0,0"
,,
"5089,0,0",,"5089,0,0"
,,
"5090,0,0",,"5090,0,0"
,,
"5090,0,0",,"5090,0,0"
,,
"5090,0,0",,"5090,0,0"
,,
"5090,0,0",,"5090,0,0"
,,
"5090,0,0",,"5090,0,0"
,,
"5090,0,0",,"5090,0,0"
,,
"5090,0,0",,"5090,0,0"
,,
"5090,0,0",,"5090,0,0"
,,
"5090,0,0",,"5090,0,0"
,,
"5091,0,0",,"5091,0,0"
,,
"5091,0,0",,"5091,0,0"
,,
"5091,0,0",,"5091,0,0"
,,
"5091,0,0",,"5091,0,0"
,,
"5091,0,0",,"5091,0,0"
,,
"5091,0,0",,"5091,0,0"
,,
"5091,0,0",,"5091,0,0"
,,
"5091,0,0",,"5091,0,0"
,,
"5091,0,0",,"5091,0,0"
,,
"5092,0,0",,"5092,0,0"
,,
"5092,0,0",,"5092,0,0"
,,
"5092,0,0",,"5092,0,0"
,,
"5092,0,0",,"5092,0,0"
,,
"5092,0,0",,"5092,0,0"
,,
"5092,0,0",,"5092,0,0"
,,
"5092,0,0",,"5092,0,0"
,,
"5092,0,0",,"5092,0,0"
,,
"5092,0,0",,"5092,0,0"
,,
"5093,0,0",,"5093,0,0"
,,
"5093,0,0",,"5093,0,0"
,,
"5093,0,0",,"5093,0,0"
,,
"5093,0,0",,"5093,0,0"
,,
"5093,0,0",,"5093,0,0"
,,
"5093,0,0",,"5093,0,0"
,,
"5093,0,0",,"5093,0,0"
,,
"5093,0,0",,"5093,0,0"
,,
"5093,0,0",,"5093,0,0"
,,
"5094,0,0",,"5094,0,0"
,,
"5094,0,0",,"5094,0,0"
,,
"5094,0,0",,"5094,0,0"
,,
"5094,0,0",,"5094,0,0"
,,
"5094,0,0",,"5094,0,0"
,,
"5094,0,0",,"5094,0,0"
,,
"5094,0,0",,"5094,0,0"
,,
"5094,0,0",,"5094,0,0"
,,
"5094,0,0",,"5094,0,0"
,,
"5095,0,0",,"5095,0,0"
,,
"5095,0,0",,"5095,0,0"
,,
"5095,0,0",,"5095,0,0"
,,
"5095,0,0",,"5095,0,0"
,,
"5095,0,0",,"5095,0,0"
,,
"5095,0,0",,"5095,0,0"
,,
"5095,0,0",,"5095,0,0"
,,
"5095,0,0",,"5095,0,0"
,,
"5095,0,0",,"5095,0,0"
,,
"5096,1,6",,"5096,-1,0"
,,
"5096,0,0",,"5096,0,0"
,,
"5096,0,0",,"5096,0,0"
,,
"5096,0,0",,"5096,0,0"
,,
"5096,0,0",,"5096,0,0"
,,
"5096,0,0",,"5096,0,0"
,,
"5096,0,0",,"5096,0,0"
,,
"5096,0,0",,"5096,0,0"
,,
"5096,0,0",,"5096,0,0"
,,
"5097,0,0",,"5097,0,0"
,,
"5097,0,0",,"5097,0,0"
,,
"5097,0,0",,"5097,0,0"
,,
"5097,0,0",,"5097,0,0"
,,
"5097,0,0",,"5097,0,0"
,,
"5097,0,0",,"5097,0,0"
,,
"5097,0,0",,"5097,0,0"
,,
"5097,0,0",,"5097,0,0"
,,
"5097,0,0",,"5097,0,0"
,,
"5098,0,0",,"5098,0,0"
,,
"5098,0,0",,"5098,0,0"
,,
"5098,0,0",,"5098,0,0"
,,
"5098,0,0",,"5098,0,0"
,,
"5098,0,0",,"5098,0,0"
,,
"5098,0,0",,"5098,0,0"
,,
"5098,0,0",,"5098,0,0"
,,
"5098,0,0",,"5098,0,0"
,,
"5098,0,0",,"5098,0,0"
,,
"5099,0,0",,"5099,0,0"
,,
"5099,0,0",,"5099,0,0"
,,
"5099,0,0",,"5099,0,0"
,,
"5099,0,0",,"5099,0,0"
,,
"5099,0,0",,"5099,0,0"
,,
"5099,0,0",,"5099,0,0"
,,
"5099,0,0",,"5099,0,0"
,,
"5099,0,0",,"5099,0,0"
,,
"5099,0,0",,"5099,0,0"
,,
"5100,0,0",,"5100,0,0"
,,
"5100,0,0",,"5100,0,0"
,,
"5100,0,0",,"5100,0,0"
,,
"5100,0,0",,"5100,0,0"
,,
"5100,0,0",,"5100,0,0"
,,
"5100,0,0",,"5100,0,0"
,,
"5100,0,0",,"5100,0,0"
,,
"5100,0,0",,"5100,0,0"
,,
"5100,0,0",,"5100,0,0"
,,
"5101,0,0",,"5101,0,0"
,,
"5101,-1,0",,"5101,1,6"
,,
"5101,2,5",,"5101,-2,0"
,,
"5101,0,0",,"5101,0,0"
,,
"5101,0,0",,"5101,0,0"
,,
"5101,0,0",,"5101,0,0"
,,
"5101,0,0",,"5101,0,0"
,,
"5101,0,0",,"5101,0,0"
,,
"5101,0,0",,"5101,0,0"
,,
"5102,0,0",,"5102,0,0"
,,
"5102,0,0",,"5102,0,0"
,,
"5102,0,0",,"5102,0,0"
,,
"5102,0,0",,"5102,0,0"
,,
"5102,0,0",,"5102,0,0"
,,
"5102,0,0",,"5102,0,0"
,,
"5102,0,0",,"5102,0,0"
,,
"5102,0,0",,"5102,0,0"
,,
"5102,0,0",,"5102,0,0"
,,
"5103,0,0",,"5103,0,0"
,,
"5103,0,0",,"5103,0,0"
,,
"5103,0,0",,"5103,0,0"
,,
"5103,0,0",,"5103,0,0"
,,
"5103,0,0",,"5103,0,0"
,,
"5103,0,0",,"5103,0,0"
,,
"5103,0,0",,"5103,0,0"
,,
"5103,0,0",,"5103,0,0"
,,
"5103,0,0",,"5103,0,0"
,,
"5104,2,5",,"5104,-2,0"
,,
"5104,1,6",,"5104,-1,0"
,,
"5104,0,0",,"5104,0,0"
,,
"5104,0,0",,"5104,0,0"
,,
"5104,0,0",,"5104,0,0"
,,
"5104,0,0",,"5104,0,0"
,,
"5104,0,0",,"5104,0,0"
,,
"5104,0,0",,"5104,0,0"
,,
"5104,0,0",,"5104,0,0"
,,
"5105,2,5",,"5105,-2,0"
,,
"5105,0,0",,"5105,0,0"
,,
"5105,0,0",,"5105,0,0"
,,
"5105,0,0",,"5105,0,0"
,,
"5105,0,0",,"5105,0,0"
,,
"5105,0,0",,"5105,0,0"
,,
"5105,0,0",,"5105,0,0"
,,
"5105,0,0",,"5105,0,0"
,,
"5105,0,0",,"5105,0,0"
,,
"5106,0,0",,"5106,0,0"
,,
"5106,0,0",,"5106,0,0"
,,
"5106,0,0",,"5106,0,0"
,,
"5106,0,0",,"5106,0,0"
,,
"5106,0,0",,"5106,0,0"
,,
"5106,0,0",,"5106,0,0"
,,
"5106,0,0",,"5106,0,0"
,,
"5106,0,0",,"5106,0,0"
,,
"5106,0,0",,"5106,0,0"
,,
"5107,3,4",,"5107,-3,0"
,,
"5107,1,6",,"5107,-1,0"
,,
"5107,0,0",,"5107,0,0"
,,
"5107,0,0",,"5107,0,0"
,,
"5107,0,0",,"5107,0,0"
,,
"5107,0,0",,"5107,0,0"
,,
"5107,0,0",,"5107,0,0"
,,
"5107,0,0",,"5107,0,0"
,,
"5107,0,0",,"5107,0,0"
,,
"5108,1,6",,"5108,-1,0"
,,
"5108,0,0",,"5108,0,0"
,,
"5108,0,0",,"5108,0,0"
,,
"5108,0,0",,"5108,0,0"
,,
"5108,0,0",,"5108,0,0"
,,
"5108,0,0",,"5108,0,0"
,,
"5108,0,0",,"5108,0,0"
,,
"5108,0,0",,"5108,0,0"
,,
"5108,0,0",,"5108,0,0"
,,
"5109,0,0",,"5109,0,0"
,,
"5109,0,0",,"5109,0,0"
,,
"5109,0,0",,"5109,0,0"
,,
"5109,0,0",,"5109,0,0"
,,
"5109,0,0",,"5109,0,0"
,,
"5109,0,0",,"5109,0,0"
,,
"5109,0,0",,"5109,0,0"
,,
"5109,0,0",,"5109,0,0"
,,
"5109,0,0",,"5109,0,0"
,,
"5110,2,5",,"5110,-2,0"
,,
"5110,1,6",,"5110,-1,0"
,,
"5110,0,0",,"5110,0,0"
,,
"5110,0,0",,"5110,0,0"
,,
"5110,0,0",,"5110,0,0"
,,
"5110,0,0",,"5110,0,0"
,,
"5110,0,0",,"5110,0,0"
,,
"5110,0,0",,"5110,0,0"
,,
"5110,0,0",,"5110,0,0"
,,
"5111,0,0",,"5111,0,0"
,,
"5111,1,6",,"5111,-1,0"
,,
"5111,0,0",,"5111,0,0"
,,
"5111,0,0",,"5111,0,0"
,,
"5111,0,0",,"5111,0,0"
,,
"5111,0,0",,"5111,0,0"
,,
"5111,0,0",,"5111,0,0"
,,
"5111,0,0",,"5111,0,0"
,,
"5111,0,0",,"5111,0,0"
,,
"5112,1,6",,"5112,-1,0"
,,
"5112,0,0",,"5112,0,0"
,,
"5112,0,0",,"5112,0,0"
,,
"5112,0,0",,"5112,0,0"
,,
"5112,0,0",,"5112,0,0"
,,
"5112,0,0",,"5112,0,0"
,,
"5112,0,0",,"5112,0,0"
,,
"5112,0,0",,"5112,0,0"
,,
